ID_Factura,Producto,Cantidad
3124,escaper,110
3124,QLED 60hz pb51,68
3124,silverscreen,46
3124,Mightyscroller,132
3124,pixpad,93
24245,TechRodent,132
24245,laplux,84
24245,typomaster,114
24245,Mightyscroller,44
24245,basspulse,53
24245,Masterswipe,117
24245,silverscreen,141
24245,miniglide,111
24245,basspulse,40
24245,qwertyguardian,106
3346,typomaster,52
3346,shiftmate,67
3346,enterwizard,127
3346,LCD 60hz pldas,88
3346,escaper,106
3346,LCD 60hz pldas,148
3346,QLED 60hz pb51,119
23532,beatblaster,124
23532,typomaster,113
23532,acusticflow,127
23532,escaper,108
23532,enterwizard,52
23532,Mightyscroller,41
23532,LCD 30hz pb23,81
23532,QLED 60hz pb51,51
23532,LCD 60hz pldas,104
23532,Vidrio templado,137
20169,beatblaster,107
20169,OLCD 60hz i3xaz,56
20169,OLCD 60hz i3xaz,54
20169,OLCD 60hz i3xaz,85
20169,gizmoclick,40
20169,qwertyguardian,95
20169,lamina plastica,138
20169,typomaster,103
20169,pixpad,124
19569,LCD 60hz pldas,122
19569,QLED 60hz sd56,144
19569,earecho,121
19569,escaper,140
19569,escaper,54
19569,basspulse,92
15436,gizmoclick,114
15436,QLED 60hz sd56,55
15436,silverscreen,53
15436,shiftmate,58
14017,gizmoclick,76
14017,Masterswipe,139
14017,lamina plastica,103
14017,gizmoclick,80
777,OLCD 60hz i3xaz,82
777,typomaster,121
777,earecho,55
777,QLED 60hz pb51,90
777,jetnote,142
777,typomaster,111
6799,qwertyguardian,89
6799,qwertyguardian,57
6799,enterwizard,116
6799,LCD 30hz pb23,66
14286,typomaster,102
14286,silverscreen,149
14286,Mightyscroller,109
14286,jetnote,40
14286,LCD 60hz pldas,124
14286,acusticflow,64
14286,gizmoclick,74
14286,silverscreen,125
14740,TechRodent,109
14740,LCD 60hz pldas,145
14740,escaper,110
14740,gizmoclick,132
14740,escaper,125
14740,jetnote,85
3850,gizmoclick,54
3850,OLCD 60hz i3xaz,133
3850,shiftmate,108
3850,earecho,124
3850,pixpad,77
3850,lapjet,55
3850,shiftmate,121
3850,Vidrio templado,91
6057,silverscreen,129
6057,Masterswipe,95
6057,LCD 30hz pb23,115
6057,Vidrio templado,130
6057,Mightyscroller,103
6057,gizmoclick,75
6057,generico,105
6057,TechRodent,107
23804,pixpad,143
23804,escaper,133
23804,earecho,109
23804,shiftmate,135
22509,OLCD 60hz i3xaz,83
22509,Masterswipe,86
22509,jetnote,115
22509,earecho,55
22509,Mightyscroller,96
22509,LCD 30hz pb23,143
22509,silverscreen,56
22509,lamina plastica,105
22509,gizmoclick,59
14959,QLED 60hz sd56,54
14959,pixpad,54
14959,generico,141
14959,silverscreen,50
14959,pixpad,120
14959,Masterswipe,53
14959,laplux,131
14959,generico,148
4770,generico,90
12701,LCD 60hz pldas,96
12701,generico,54
12701,typomaster,93
4354,gizmoclick,112
4354,OLCD 60hz i3xaz,100
4354,qwertyguardian,66
4354,lapjet,62
5725,gizmoclick,107
5725,beatblaster,76
5725,Masterswipe,120
5725,LCD 30hz pb23,59
5725,OLCD 60hz i3xaz,42
5725,pixpad,68
5725,LCD 30hz pb23,66
7410,acusticflow,45
7410,QLED 60hz pb51,40
7410,QLED 60hz sd56,112
7410,OLCD 60hz i3xaz,77
7410,shiftmate,80
7410,miniglide,81
7410,earecho,86
7410,TechRodent,82
7410,shiftmate,139
7410,OLCD 60hz i3xaz,142
7410,basspulse,71
7410,QLED 60hz pb51,132
7410,lapjet,139
7410,silverscreen,135
1467,Mightyscroller,143
1467,OLCD 60hz i3xaz,148
10794,lapjet,93
10794,lapjet,87
10794,basspulse,51
10794,enterwizard,51
10794,shiftmate,107
10794,silverscreen,139
10794,basspulse,70
10794,enterwizard,91
10794,shiftmate,124
10794,Mightyscroller,79
19880,LCD 60hz pldas,112
19880,gizmoclick,81
19880,QLED 60hz pb51,135
19880,OLCD 60hz i3xaz,54
19880,LCD 30hz pb23,46
19880,LCD 30hz pb23,70
19880,gizmoclick,92
19880,silverscreen,71
12457,shiftmate,48
12457,escaper,95
12457,LCD 30hz pb23,64
12457,lapjet,66
12457,gizmoclick,121
12457,QLED 60hz sd56,131
12457,LCD 30hz pb23,86
12457,LCD 60hz pldas,76
12457,earecho,79
12457,LCD 30hz pb23,131
12457,QLED 60hz pb51,101
20476,jetnote,125
20476,typomaster,66
20476,basspulse,148
20476,qwertyguardian,121
20476,laplux,65
20476,gizmoclick,145
12449,Mightyscroller,119
12449,miniglide,87
12449,QLED 60hz pb51,58
12449,QLED 60hz pb51,126
12449,OLCD 60hz i3xaz,138
12449,earecho,81
12449,beatblaster,85
15641,QLED 60hz sd56,69
15641,pixpad,141
15641,lamina plastica,89
15641,basspulse,129
15641,LCD 60hz pldas,130
15641,beatblaster,99
15641,pixpad,48
15641,gizmoclick,70
8455,TechRodent,72
8455,shiftmate,101
8455,earecho,77
8455,QLED 60hz pb51,130
8455,enterwizard,43
8455,Mightyscroller,44
8455,basspulse,50
9100,silverscreen,119
9100,basspulse,67
9100,LCD 60hz pldas,110
9100,typomaster,109
9100,enterwizard,104
9100,escaper,133
9100,QLED 60hz sd56,115
10160,Masterswipe,100
10160,Mightyscroller,133
10160,typomaster,43
14197,jetnote,76
14197,earecho,125
14197,miniglide,128
14197,generico,141
14197,miniglide,112
14197,miniglide,116
14197,gizmoclick,103
14197,earecho,102
14197,LCD 60hz pldas,118
14197,silverscreen,49
5654,lapjet,83
5654,laplux,84
5654,OLCD 60hz i3xaz,73
5654,qwertyguardian,135
5654,jetnote,149
5654,LCD 30hz pb23,115
5654,earecho,130
5654,basspulse,120
23927,escaper,132
23927,qwertyguardian,138
23927,qwertyguardian,42
23927,LCD 60hz pldas,96
1580,pixpad,87
1580,laplux,50
1580,gizmoclick,118
1580,earecho,120
1580,escaper,133
1580,QLED 60hz pb51,47
13110,Mightyscroller,40
13110,QLED 60hz sd56,102
13110,escaper,80
13110,Masterswipe,114
13110,pixpad,108
13110,Mightyscroller,65
13110,OLCD 60hz i3xaz,76
5955,Masterswipe,83
5955,typomaster,142
5955,lapjet,113
5955,pixpad,108
5289,lapjet,64
5289,beatblaster,74
5289,earecho,96
5289,enterwizard,133
5289,lapjet,140
5289,basspulse,142
12670,QLED 60hz sd56,97
12670,pixpad,82
12670,generico,70
12670,jetnote,76
12670,Mightyscroller,88
12670,Masterswipe,84
12670,enterwizard,44
12670,generico,87
12670,QLED 60hz sd56,102
9797,gizmoclick,46
9797,lapjet,78
9797,beatblaster,60
9797,Mightyscroller,73
9797,escaper,52
9797,gizmoclick,79
9797,laplux,65
15739,shiftmate,113
15739,basspulse,89
15739,typomaster,103
15739,LCD 60hz pldas,79
15739,lapjet,94
15739,basspulse,101
15739,Masterswipe,88
15739,shiftmate,74
15739,QLED 60hz pb51,70
15739,gizmoclick,109
11555,LCD 30hz pb23,148
11555,miniglide,56
11555,laplux,131
11555,earecho,47
11555,escaper,135
4610,laplux,101
4610,laplux,130
4610,gizmoclick,76
12476,pixpad,93
12476,shiftmate,50
12476,TechRodent,85
12476,silverscreen,44
12476,Vidrio templado,106
12476,enterwizard,136
12476,typomaster,92
12476,Vidrio templado,107
12476,typomaster,68
12476,qwertyguardian,135
23815,pixpad,120
23815,LCD 60hz pldas,94
23815,Masterswipe,55
23815,OLCD 60hz i3xaz,108
5883,Masterswipe,107
20018,QLED 60hz pb51,114
20018,enterwizard,81
20018,lapjet,106
20018,basspulse,65
20018,beatblaster,103
20018,TechRodent,133
20018,shiftmate,134
20018,shiftmate,63
20018,basspulse,142
20018,escaper,87
20018,QLED 60hz sd56,65
20018,Mightyscroller,133
20018,Mightyscroller,78
20018,TechRodent,114
4050,enterwizard,97
4050,QLED 60hz sd56,111
4050,enterwizard,112
4050,jetnote,113
4050,lapjet,144
640,laplux,77
640,basspulse,128
640,Vidrio templado,80
640,silverscreen,123
13945,earecho,94
13945,miniglide,98
13945,beatblaster,97
13945,basspulse,55
21802,escaper,136
21802,qwertyguardian,75
21802,basspulse,132
21802,earecho,103
21802,escaper,128
21802,pixpad,68
21802,Vidrio templado,56
21802,Masterswipe,69
21802,qwertyguardian,74
21802,OLCD 60hz i3xaz,122
21802,enterwizard,123
9928,pixpad,142
5358,Masterswipe,52
5358,shiftmate,98
5358,OLCD 60hz i3xaz,74
5358,beatblaster,41
5358,jetnote,110
5358,TechRodent,107
1886,acusticflow,57
1886,typomaster,54
1886,LCD 60hz pldas,61
1886,enterwizard,138
1886,QLED 60hz pb51,72
14713,pixpad,140
14713,enterwizard,79
14713,enterwizard,76
14713,typomaster,117
14713,Masterswipe,123
8166,QLED 60hz sd56,77
8166,QLED 60hz sd56,107
8166,enterwizard,123
8166,acusticflow,90
8118,silverscreen,107
8118,shiftmate,128
8118,qwertyguardian,126
8118,silverscreen,142
8118,TechRodent,63
8118,Masterswipe,82
8118,earecho,57
8118,lapjet,110
8118,escaper,99
8118,laplux,101
8118,silverscreen,123
8254,beatblaster,75
8254,LCD 30hz pb23,74
8254,LCD 60hz pldas,114
8254,lapjet,77
8254,beatblaster,127
8254,pixpad,133
8254,jetnote,58
8254,silverscreen,49
8254,LCD 60hz pldas,130
22995,typomaster,149
22995,beatblaster,113
22995,typomaster,92
22995,LCD 60hz pldas,88
22995,QLED 60hz sd56,122
22995,LCD 60hz pldas,75
22995,miniglide,102
22995,QLED 60hz pb51,65
9540,Masterswipe,112
9540,escaper,90
9540,LCD 30hz pb23,49
9540,generico,142
9540,shiftmate,95
9540,acusticflow,108
9540,enterwizard,73
9540,miniglide,141
9540,qwertyguardian,90
9540,typomaster,95
9540,OLCD 60hz i3xaz,119
9540,QLED 60hz sd56,95
9540,TechRodent,106
23814,Mightyscroller,81
23814,miniglide,113
23814,Masterswipe,97
23814,typomaster,90
23814,OLCD 60hz i3xaz,49
23814,laplux,121
23814,typomaster,97
23814,Mightyscroller,134
5310,acusticflow,51
5310,escaper,67
5310,basspulse,126
5310,LCD 60hz pldas,140
5310,LCD 60hz pldas,149
5310,escaper,85
3542,laplux,129
3542,escaper,92
3542,earecho,127
1799,laplux,91
1799,shiftmate,52
1799,QLED 60hz sd56,137
1799,Masterswipe,92
1799,TechRodent,57
1799,escaper,69
1799,Masterswipe,115
1799,enterwizard,124
1799,QLED 60hz pb51,99
1799,qwertyguardian,98
1799,pixpad,102
4958,LCD 60hz pldas,78
4958,OLCD 60hz i3xaz,107
4958,laplux,117
4958,qwertyguardian,117
4958,silverscreen,135
4958,pixpad,99
16328,silverscreen,51
16328,lapjet,148
16328,Masterswipe,106
16328,enterwizard,63
11940,silverscreen,79
11940,QLED 60hz sd56,72
11940,qwertyguardian,120
11940,shiftmate,88
11940,gizmoclick,46
11940,TechRodent,90
11940,lamina plastica,134
11940,miniglide,107
11940,pixpad,74
11940,TechRodent,105
11940,qwertyguardian,148
11940,LCD 60hz pldas,82
13520,pixpad,106
13520,shiftmate,40
13520,lapjet,138
13520,LCD 60hz pldas,141
13520,jetnote,107
13520,LCD 30hz pb23,69
7640,LCD 60hz pldas,113
7640,earecho,123
7640,LCD 30hz pb23,73
7640,escaper,145
15348,enterwizard,99
15348,shiftmate,86
15348,qwertyguardian,71
15348,QLED 60hz pb51,69
15348,escaper,143
18878,silverscreen,117
18878,silverscreen,106
18878,laplux,138
18878,Mightyscroller,137
18878,Mightyscroller,76
18878,Vidrio templado,96
18878,TechRodent,94
18878,Mightyscroller,119
18878,beatblaster,112
6675,beatblaster,127
6675,OLCD 60hz i3xaz,80
6675,earecho,137
6675,qwertyguardian,82
6675,OLCD 60hz i3xaz,125
19151,lamina plastica,62
19151,Mightyscroller,116
19151,Masterswipe,55
19151,silverscreen,117
19151,Masterswipe,148
19151,Masterswipe,115
18127,miniglide,73
18127,gizmoclick,130
18127,LCD 60hz pldas,66
18127,escaper,69
3463,QLED 60hz sd56,122
3463,LCD 30hz pb23,125
3463,enterwizard,49
3463,OLCD 60hz i3xaz,120
3442,basspulse,106
3442,Masterswipe,149
3442,LCD 60hz pldas,58
3442,generico,52
3442,gizmoclick,103
3442,escaper,94
21354,miniglide,96
21354,enterwizard,89
21354,typomaster,43
4381,Masterswipe,80
3216,LCD 30hz pb23,62
3216,QLED 60hz pb51,146
3216,miniglide,148
3216,silverscreen,77
3216,qwertyguardian,55
15898,OLCD 60hz i3xaz,46
15898,QLED 60hz pb51,86
15898,miniglide,114
15898,LCD 30hz pb23,87
15898,LCD 30hz pb23,135
15898,QLED 60hz sd56,79
15898,lapjet,128
16362,enterwizard,97
16362,earecho,122
16362,QLED 60hz sd56,80
16362,Vidrio templado,40
16362,beatblaster,99
16362,OLCD 60hz i3xaz,90
16362,lapjet,58
16362,TechRodent,105
16362,basspulse,45
16362,shiftmate,44
16362,typomaster,119
3152,LCD 30hz pb23,66
3152,gizmoclick,79
3152,Mightyscroller,88
4356,QLED 60hz pb51,79
4356,miniglide,136
4356,typomaster,85
4356,pixpad,142
4356,Masterswipe,124
4356,TechRodent,127
19111,escaper,147
19111,lamina plastica,89
11979,enterwizard,51
11979,escaper,56
11979,enterwizard,108
11979,LCD 30hz pb23,132
630,LCD 30hz pb23,111
630,LCD 60hz pldas,114
630,LCD 30hz pb23,51
630,QLED 60hz pb51,118
630,LCD 30hz pb23,148
11728,gizmoclick,99
11728,LCD 30hz pb23,104
11728,TechRodent,104
11728,Mightyscroller,137
11728,lapjet,89
11728,escaper,119
11728,earecho,53
11728,gizmoclick,94
11728,TechRodent,105
21890,Masterswipe,116
21890,acusticflow,62
21890,Mightyscroller,82
21890,basspulse,70
21890,TechRodent,64
21890,enterwizard,89
21890,miniglide,130
21890,QLED 60hz sd56,141
21890,laplux,121
21890,LCD 30hz pb23,128
21890,Masterswipe,91
21890,gizmoclick,99
21890,shiftmate,79
10815,qwertyguardian,89
10815,LCD 30hz pb23,123
10815,Mightyscroller,140
10815,laplux,82
10815,generico,78
10815,LCD 60hz pldas,104
10815,Masterswipe,135
10815,beatblaster,40
366,qwertyguardian,81
366,pixpad,66
366,escaper,112
366,QLED 60hz pb51,110
9847,miniglide,75
9847,Mightyscroller,145
9847,gizmoclick,145
4863,earecho,48
4863,jetnote,119
4863,LCD 60hz pldas,127
4863,Mightyscroller,109
4863,typomaster,50
4863,jetnote,60
4863,lamina plastica,98
24693,gizmoclick,133
24693,earecho,48
24693,laplux,83
24693,Masterswipe,120
24693,jetnote,62
24693,TechRodent,119
24693,shiftmate,86
24693,QLED 60hz sd56,123
3904,jetnote,147
3904,beatblaster,69
3904,lapjet,129
3904,lapjet,89
3904,silverscreen,102
3904,lamina plastica,99
3904,acusticflow,96
3904,miniglide,56
14390,QLED 60hz sd56,114
14390,OLCD 60hz i3xaz,145
16121,earecho,79
16121,earecho,92
16121,Masterswipe,92
16121,Mightyscroller,90
10282,lapjet,140
10282,lapjet,57
10282,QLED 60hz pb51,88
10282,enterwizard,132
15168,silverscreen,94
15168,qwertyguardian,72
15168,LCD 30hz pb23,98
15168,enterwizard,114
15168,basspulse,98
15168,earecho,120
15168,QLED 60hz pb51,123
1104,jetnote,127
1104,qwertyguardian,59
22880,laplux,93
22880,lamina plastica,67
22880,LCD 60hz pldas,99
22880,qwertyguardian,64
5902,LCD 60hz pldas,149
5902,QLED 60hz pb51,71
5902,escaper,140
5902,TechRodent,125
5902,LCD 60hz pldas,55
5902,jetnote,74
5902,Vidrio templado,123
5902,QLED 60hz pb51,92
5902,typomaster,89
17507,QLED 60hz sd56,41
17507,LCD 60hz pldas,70
17507,escaper,124
17507,jetnote,67
4583,earecho,137
4583,typomaster,70
4583,miniglide,121
4583,jetnote,136
4583,LCD 60hz pldas,106
4583,Masterswipe,88
4583,gizmoclick,88
4583,TechRodent,109
4583,QLED 60hz pb51,49
4583,Mightyscroller,81
4583,enterwizard,60
4583,QLED 60hz pb51,126
4583,OLCD 60hz i3xaz,98
4583,lapjet,44
12475,laplux,124
12475,basspulse,127
12475,QLED 60hz pb51,91
18918,shiftmate,130
18918,pixpad,104
18918,shiftmate,109
18918,silverscreen,88
13931,laplux,116
13931,generico,78
13931,beatblaster,42
13931,LCD 30hz pb23,110
19617,OLCD 60hz i3xaz,109
19617,acusticflow,83
19617,OLCD 60hz i3xaz,53
19617,silverscreen,129
19617,earecho,134
19617,qwertyguardian,119
19617,Masterswipe,100
19617,silverscreen,146
19617,Masterswipe,110
19617,Masterswipe,66
2706,gizmoclick,71
2706,QLED 60hz sd56,115
2706,earecho,95
11649,qwertyguardian,70
11649,OLCD 60hz i3xaz,77
11649,enterwizard,91
11649,miniglide,109
11649,OLCD 60hz i3xaz,147
2078,pixpad,141
2078,enterwizard,148
2078,QLED 60hz sd56,77
2078,TechRodent,81
2078,lamina plastica,64
2078,gizmoclick,133
2078,TechRodent,83
2078,gizmoclick,144
17474,qwertyguardian,44
17474,LCD 30hz pb23,109
17474,LCD 60hz pldas,43
17474,enterwizard,92
17474,enterwizard,52
17474,lamina plastica,119
17474,escaper,53
17474,Mightyscroller,51
11590,pixpad,51
11590,LCD 60hz pldas,52
11590,TechRodent,60
11590,OLCD 60hz i3xaz,76
11590,basspulse,41
11590,OLCD 60hz i3xaz,141
11590,Mightyscroller,93
11590,TechRodent,73
11590,pixpad,124
11590,miniglide,137
11590,lamina plastica,143
6552,acusticflow,98
6552,enterwizard,47
6552,gizmoclick,112
10478,LCD 60hz pldas,68
10478,typomaster,89
10478,earecho,143
10478,LCD 60hz pldas,116
10478,acusticflow,46
10478,LCD 60hz pldas,70
10478,escaper,116
10478,shiftmate,41
5143,TechRodent,88
5143,Masterswipe,50
21562,QLED 60hz pb51,91
21562,enterwizard,56
21562,Masterswipe,71
21562,Masterswipe,90
24742,pixpad,145
24742,OLCD 60hz i3xaz,130
24742,escaper,111
24742,basspulse,121
24742,TechRodent,41
24742,typomaster,63
24742,escaper,44
24742,enterwizard,80
24742,miniglide,145
1682,QLED 60hz pb51,57
1682,pixpad,134
1682,generico,53
1682,Masterswipe,56
1682,OLCD 60hz i3xaz,95
1682,enterwizard,141
1682,qwertyguardian,62
1682,QLED 60hz pb51,139
1682,silverscreen,97
1682,typomaster,61
14564,gizmoclick,121
14564,QLED 60hz sd56,116
14564,QLED 60hz pb51,102
14564,Mightyscroller,122
14564,earecho,51
14564,beatblaster,143
14564,beatblaster,105
1836,QLED 60hz sd56,51
1836,generico,66
16494,QLED 60hz pb51,119
16494,qwertyguardian,101
16494,OLCD 60hz i3xaz,45
16494,miniglide,149
16494,gizmoclick,48
16494,gizmoclick,134
16494,Mightyscroller,62
16494,silverscreen,139
16494,gizmoclick,118
19642,escaper,49
19642,silverscreen,77
19642,basspulse,82
19642,lamina plastica,52
19642,earecho,54
2290,earecho,97
2290,lamina plastica,145
2290,qwertyguardian,79
2290,miniglide,126
2290,shiftmate,41
2290,earecho,127
2290,silverscreen,115
17941,miniglide,79
17941,jetnote,136
17941,qwertyguardian,112
17941,lamina plastica,110
17941,enterwizard,142
17941,gizmoclick,114
17941,OLCD 60hz i3xaz,42
17941,enterwizard,95
3478,laplux,89
3478,qwertyguardian,145
3478,acusticflow,79
3478,LCD 60hz pldas,46
3478,QLED 60hz sd56,55
3478,qwertyguardian,40
3478,Mightyscroller,85
3478,TechRodent,99
3478,basspulse,47
3478,LCD 60hz pldas,80
14180,TechRodent,59
14180,LCD 60hz pldas,46
14180,QLED 60hz pb51,141
14180,OLCD 60hz i3xaz,51
14180,earecho,55
14180,QLED 60hz pb51,67
14180,lamina plastica,66
11094,beatblaster,94
11094,acusticflow,54
11094,shiftmate,62
11094,miniglide,89
11094,OLCD 60hz i3xaz,131
21638,typomaster,41
21638,earecho,86
24115,acusticflow,73
24115,qwertyguardian,121
24115,jetnote,112
24115,TechRodent,50
24115,OLCD 60hz i3xaz,57
24115,typomaster,136
24115,qwertyguardian,101
6203,enterwizard,89
6203,silverscreen,70
19103,lapjet,137
19103,LCD 60hz pldas,86
19103,lapjet,68
19103,silverscreen,144
19103,escaper,51
19103,earecho,93
19103,miniglide,85
19103,qwertyguardian,126
19103,miniglide,60
19103,QLED 60hz pb51,58
19103,enterwizard,56
19103,acusticflow,85
11783,OLCD 60hz i3xaz,42
11783,lapjet,110
11783,Mightyscroller,103
11783,escaper,102
11783,Masterswipe,144
11783,TechRodent,149
11783,OLCD 60hz i3xaz,121
140,miniglide,123
140,escaper,76
140,LCD 60hz pldas,46
140,QLED 60hz pb51,46
140,typomaster,123
140,escaper,69
140,acusticflow,49
4196,miniglide,140
4196,basspulse,123
1100,lapjet,68
1100,Mightyscroller,144
1100,generico,145
1100,TechRodent,52
1100,lamina plastica,137
1100,Mightyscroller,87
1100,LCD 30hz pb23,129
1100,typomaster,131
8523,TechRodent,48
8523,jetnote,139
8523,pixpad,141
8523,jetnote,124
8523,LCD 30hz pb23,126
8523,Vidrio templado,136
8523,qwertyguardian,82
8523,enterwizard,132
21146,OLCD 60hz i3xaz,132
21146,LCD 60hz pldas,73
21146,typomaster,148
21146,typomaster,61
18567,lamina plastica,88
18567,laplux,114
18567,qwertyguardian,93
18567,QLED 60hz sd56,112
18567,beatblaster,82
18567,miniglide,129
18567,QLED 60hz sd56,104
18567,qwertyguardian,68
19816,LCD 30hz pb23,139
19816,laplux,115
19816,laplux,138
14588,laplux,124
14588,Masterswipe,122
14588,beatblaster,70
14588,OLCD 60hz i3xaz,123
14588,gizmoclick,68
14588,laplux,149
14588,beatblaster,98
14588,qwertyguardian,106
22819,qwertyguardian,85
22819,LCD 30hz pb23,113
22819,laplux,116
22819,lapjet,52
22819,QLED 60hz pb51,88
22819,QLED 60hz sd56,94
22819,LCD 30hz pb23,109
22819,QLED 60hz sd56,127
22819,earecho,117
11610,QLED 60hz pb51,62
12060,miniglide,60
12060,laplux,63
12060,lapjet,42
12060,earecho,125
12060,QLED 60hz sd56,58
13873,Mightyscroller,101
13873,earecho,86
13873,LCD 60hz pldas,109
13873,miniglide,127
13873,qwertyguardian,148
13873,escaper,76
13873,Vidrio templado,75
13873,qwertyguardian,78
8575,gizmoclick,126
8575,Vidrio templado,111
8575,miniglide,113
8575,qwertyguardian,89
24945,typomaster,48
24945,QLED 60hz sd56,58
24945,QLED 60hz pb51,115
24945,Masterswipe,60
24945,Vidrio templado,135
24945,jetnote,41
23002,acusticflow,85
23002,basspulse,83
23002,acusticflow,121
23002,LCD 60hz pldas,120
21472,enterwizard,109
21472,OLCD 60hz i3xaz,46
21472,basspulse,61
21472,typomaster,141
21472,acusticflow,93
21472,escaper,71
21472,escaper,80
17545,Mightyscroller,118
17545,LCD 30hz pb23,102
17545,enterwizard,42
17545,silverscreen,119
17545,TechRodent,123
17545,basspulse,106
17545,miniglide,62
212,Vidrio templado,139
212,qwertyguardian,56
212,shiftmate,147
212,lapjet,59
212,silverscreen,59
5887,Masterswipe,96
5887,beatblaster,99
5887,Mightyscroller,67
5887,shiftmate,93
5887,QLED 60hz pb51,139
5887,escaper,149
5887,TechRodent,46
704,jetnote,42
704,basspulse,53
704,qwertyguardian,71
704,QLED 60hz sd56,111
704,generico,96
704,miniglide,138
704,pixpad,42
799,acusticflow,87
799,basspulse,135
799,pixpad,88
799,miniglide,134
799,LCD 60hz pldas,68
799,generico,103
799,escaper,149
799,typomaster,130
14947,typomaster,135
14947,qwertyguardian,51
14947,Masterswipe,95
14947,Mightyscroller,88
14947,QLED 60hz pb51,48
10628,silverscreen,139
10628,jetnote,104
10628,lamina plastica,138
10628,beatblaster,113
10628,QLED 60hz pb51,59
10628,pixpad,90
10628,enterwizard,48
10628,earecho,147
10628,typomaster,119
10628,typomaster,134
10628,LCD 60hz pldas,49
10628,QLED 60hz pb51,97
12692,Mightyscroller,57
12692,QLED 60hz sd56,99
12692,QLED 60hz pb51,114
12692,acusticflow,74
12692,QLED 60hz pb51,90
12692,gizmoclick,96
398,OLCD 60hz i3xaz,76
398,TechRodent,98
398,Mightyscroller,53
398,Masterswipe,43
398,qwertyguardian,111
398,miniglide,144
398,typomaster,46
3142,LCD 30hz pb23,46
3142,enterwizard,73
3142,generico,77
3142,typomaster,98
3142,Masterswipe,68
3142,Mightyscroller,116
3142,generico,128
3142,basspulse,56
7646,escaper,44
7646,pixpad,114
7646,escaper,138
22187,OLCD 60hz i3xaz,128
22187,silverscreen,62
22187,LCD 60hz pldas,117
13604,LCD 30hz pb23,63
13604,miniglide,87
13604,silverscreen,41
3893,Masterswipe,95
3893,QLED 60hz sd56,89
3893,basspulse,146
3893,lapjet,122
3893,generico,73
3893,generico,89
3893,beatblaster,53
3893,qwertyguardian,51
3893,OLCD 60hz i3xaz,139
24506,miniglide,139
24506,escaper,69
24506,QLED 60hz pb51,53
24506,LCD 60hz pldas,96
24506,gizmoclick,124
13939,LCD 60hz pldas,102
13939,QLED 60hz sd56,83
13939,LCD 60hz pldas,96
13939,QLED 60hz pb51,142
13939,lapjet,74
13939,typomaster,111
13939,Vidrio templado,48
21669,Vidrio templado,82
21669,enterwizard,55
21669,TechRodent,44
21669,generico,135
4988,qwertyguardian,70
2638,OLCD 60hz i3xaz,109
2638,TechRodent,52
2638,escaper,126
2638,qwertyguardian,131
2638,acusticflow,70
2638,qwertyguardian,116
2638,acusticflow,62
2638,QLED 60hz pb51,138
2638,QLED 60hz pb51,65
4073,LCD 60hz pldas,51
4073,pixpad,65
4073,OLCD 60hz i3xaz,64
4073,silverscreen,47
4073,jetnote,138
4073,gizmoclick,78
4073,pixpad,119
14373,silverscreen,104
14373,escaper,55
14373,jetnote,43
14373,QLED 60hz sd56,66
14373,OLCD 60hz i3xaz,42
14373,miniglide,133
14373,generico,136
889,TechRodent,143
889,QLED 60hz pb51,148
889,OLCD 60hz i3xaz,112
889,Mightyscroller,85
11658,silverscreen,41
11658,QLED 60hz sd56,144
11658,acusticflow,109
11658,miniglide,143
11658,LCD 60hz pldas,100
11658,Vidrio templado,48
20811,earecho,58
20811,Masterswipe,82
20811,basspulse,144
20811,Vidrio templado,47
20811,miniglide,53
20811,QLED 60hz sd56,60
20811,Masterswipe,97
20811,lamina plastica,112
20811,TechRodent,95
22845,Mightyscroller,63
22845,gizmoclick,107
22845,shiftmate,78
22845,escaper,110
8942,basspulse,114
8942,LCD 30hz pb23,40
8942,laplux,135
8942,acusticflow,108
8942,typomaster,95
8942,lapjet,64
8942,laplux,89
8942,enterwizard,87
8942,Masterswipe,77
8942,TechRodent,49
21091,acusticflow,43
14239,qwertyguardian,56
14239,typomaster,135
14239,TechRodent,41
14239,lapjet,57
14239,LCD 30hz pb23,132
21567,LCD 30hz pb23,79
21567,TechRodent,108
21567,OLCD 60hz i3xaz,99
21567,typomaster,110
21567,QLED 60hz sd56,145
21567,acusticflow,138
21567,miniglide,66
22136,TechRodent,49
22136,OLCD 60hz i3xaz,89
22136,OLCD 60hz i3xaz,89
22136,QLED 60hz pb51,48
16459,typomaster,109
16459,QLED 60hz pb51,70
16459,generico,91
18485,silverscreen,147
12841,miniglide,147
12841,qwertyguardian,130
12841,escaper,51
20265,lamina plastica,143
20265,QLED 60hz pb51,133
20265,typomaster,68
701,QLED 60hz sd56,90
701,Vidrio templado,113
701,acusticflow,135
701,Mightyscroller,111
701,enterwizard,125
701,silverscreen,142
701,escaper,46
19658,silverscreen,106
19658,OLCD 60hz i3xaz,99
19658,gizmoclick,91
19658,QLED 60hz pb51,76
19658,gizmoclick,60
19658,lamina plastica,95
15855,typomaster,90
15855,QLED 60hz sd56,128
15855,Masterswipe,44
15855,QLED 60hz sd56,54
15855,shiftmate,64
15855,shiftmate,141
8799,jetnote,65
8799,Masterswipe,42
8799,LCD 30hz pb23,71
5780,Mightyscroller,119
5780,TechRodent,70
5780,gizmoclick,133
5780,typomaster,46
5780,escaper,44
5780,gizmoclick,132
5780,TechRodent,138
3718,earecho,98
3718,Masterswipe,85
3718,laplux,142
